Date,Company,Open,High,Low,Close,Volume
2018-02-05,Apple,104.47003863276566,108.39981384433075,103.34545837388126,105.85391065087155,2429532
2018-02-06,Apple,104.41349276479129,105.96979339346542,103.89363030128312,104.55405358849235,3951136
2018-02-07,Apple,103.31471774700245,107.87221837805424,100.13715606119581,102.50350322609219,4882623
2018-02-08,Apple,102.70691233341424,105.57011057381476,101.56235747097175,102.70607257216321,2714572
2018-02-09,Apple,101.44044169693363,105.49685556386532,99.091876993504,101.21929428846097,2787905
2018-02-12,Apple,102.13740213291675,104.35494459030083,99.98421298611511,102.14724895605131,4557084
2018-02-13,Apple,101.44088100353262,102.07564403983953,99.48130716747302,101.32884403655996,1414606
2018-02-14,Apple,99.87300069724134,103.00430343152897,100.26079528680205,99.88900500065314,4039837
2018-02-15,Apple,101.45233617365345,101.61499917438073,97.39127811286757,101.22365029435039,3368552
2018-02-16,Apple,102.28727355679845,102.05296533560073,99.23183809866568,100.88874296339866,4591891
2018-02-19,Apple,102.40732832571797,103.55688029100382,96.83206293288035,101.21084297729143,2798810
2018-02-20,Apple,101.81247210420928,101.81913539741048,100.76473872686245,101.38915338625404,3286983
2018-02-21,Apple,101.43908763588794,103.03578805467495,98.13343193156253,102.99197245751205,1828067
2018-02-22,Apple,103.6504706521224,105.70060747882243,99.34308139092911,103.03090226673656,1852936
2018-02-23,Apple,104.33098644313378,107.43026870813415,99.34289813299472,105.02983811514315,1759436
2018-02-26,Apple,103.68637007229248,106.10687908493067,98.87697086085839,103.61504721530432,4440377
2018-02-27,Apple,103.85679974737796,107.10423160388181,103.12959177878341,104.04642252754152,4361861
2018-02-28,Apple,106.97707236543036,106.13849475537593,105.35206807068987,106.87563380125398,2468389
2018-03-01,Apple,105.07084226280598,108.50526100371108,103.8420215078079,104.83302855088697,1054776
2018-03-02,Apple,105.6038403897729,107.33942276644522,102.37928414539705,105.24472495442082,3519250
2018-03-05,Apple,105.1859659208059,110.99163318770049,104.13939233715843,105.53534183979274,1824386
2018-03-06,Apple,105.81412898422205,108.905565412746,100.7878103935613,104.98099896679402,1885337
2018-03-07,Apple,105.12639399349074,106.89623185587497,101.29879316359737,106.2515900764887,3989355
2018-03-08,Apple,106.27532836975374,107.07947050199067,102.21204691050417,104.91630303457082,3429880
2018-03-09,Apple,106.61215322880958,107.48897793392305,103.60319390186731,105.52679692812167,4896527
2018-03-12,Apple,105.25850269228404,108.15300562702893,103.2253588684772,105.7107247746511,1210948
2018-03-13,Apple,105.39716894336671,109.05979641252203,103.98207763310053,106.47330832698971,2207014
2018-03-14,Apple,107.41891203480891,111.94215627678155,104.84438047429721,108.11896245075604,1124498
2018-03-15,Apple,106.91215653196562,109.67882625452283,103.08767111034165,106.17597434166157,1994223
2018-03-16,Apple,106.61367540007294,106.87738335869044,102.68787406594353,105.92401946961505,1135642
2018-03-19,Apple,107.44247325538743,109.3711638813318,104.37769825971803,106.46810721328238,3777344
2018-03-20,Apple,107.0959720003929,110.92871310920948,107.41702185665034,107.53039593435835,3516438
2018-03-21,Apple,106.09616327477306,109.56370920744045,102.9314483807164,107.87661218282945,3360051
2018-03-22,Apple,107.40522383888074,109.65417859644306,106.83373945584674,106.88134972670399,4210590
2018-03-23,Apple,106.8675536068685,108.72250969604463,105.52873614422428,108.2867110712885,1476249
2018-03-26,Apple,107.95546563799913,110.33551975170288,107.0226248613282,107.08040670552964,3965228
2018-03-27,Apple,106.04293709754299,109.91703850835785,104.4720116774626,106.89753101781288,3924246
2018-03-28,Apple,106.95133830627526,110.50107887780612,105.32402808758114,106.78126259718216,2328842
2018-03-29,Apple,107.7986008710418,109.81981663613514,106.46137193842847,106.72284018230388,4777221
2018-03-30,Apple,106.43127036267087,110.63233479045111,102.13011661871718,106.93063181200436,1325350
2018-04-02,Apple,106.03285142298637,107.8404880547774,103.79780012285433,107.32633607719583,1624775
2018-04-03,Apple,107.63270163357535,111.63061749412687,105.01041354550938,107.03996535118,1093635
2018-04-04,Apple,107.64118529985356,111.67956592648852,106.81452467675624,108.09979062096018,2492935
2018-04-05,Apple,106.68763508495523,107.3361623163256,105.54324066621069,106.24217140799708,1541500
2018-04-06,Apple,105.75556950093669,109.7258166986814,103.33725795057414,107.17134981104073,2209890
2018-04-09,Apple,107.58378807358278,110.92105127105006,105.3954599418833,106.42623068848306,1275610
2018-04-10,Apple,107.92290171321206,111.86114827516772,106.95598411711286,108.20762696483388,4720054
2018-04-11,Apple,107.4579120960497,107.18475352819758,102.7872673183248,107.67461609509701,1234395
2018-04-12,Apple,107.82714718405303,108.2178401586902,108.10561085253293,107.86795690875519,3954299
2018-04-13,Apple,107.36156276040143,111.36850143099336,105.54528927544621,108.33327239452716,3083602
2018-04-16,Apple,108.11087669482846,110.98294670085333,106.48114133768615,108.3859539907137,3624730
2018-04-17,Apple,109.02753071451754,112.96893683292193,107.61762217675876,108.99581221243855,1929493
2018-04-18,Apple,111.64968254732925,117.02305219358233,111.80732821886116,112.07716376348795,4044608
2018-04-19,Apple,112.10077640031076,112.68218396102164,109.53493307460101,112.35942444389923,4292351
2018-04-20,Apple,112.48827366086265,113.31169150416362,106.82181285424524,112.31393569871267,4186058
2018-04-23,Apple,112.47042991885277,115.3414104229485,111.85304191684067,113.45299936782493,2606014
2018-04-24,Apple,112.50976161862158,114.21458209112042,109.05642415216688,112.53549028490218,2474639
2018-04-25,Apple,112.95748603369852,113.47318215342578,110.71474827729412,111.12438565049095,4539151
2018-04-26,Apple,113.59213960292709,115.31833479385917,110.11535309103138,112.99723288736273,1758046
2018-04-27,Apple,112.75452687574115,114.57050734648574,108.08605441086353,111.87215090628737,3081130
2018-04-30,Apple,112.32499872618334,116.22250916349171,108.41518657540965,112.65877108724962,3471022
2018-05-01,Apple,113.35638521213008,116.33725396634262,108.85842247766949,112.81391710171431,2295560
2018-05-02,Apple,112.51943170543578,112.82424657131982,111.429887256026,111.56968310791078,4683788
2018-05-03,Apple,109.75027400355552,114.8907445191656,106.50401041056749,111.11811891262077,2758728
2018-05-04,Apple,112.07729152468248,115.32821156231908,110.03228761876665,112.91204162448477,4648252
2018-05-07,Apple,112.44810609045322,113.97925105099036,110.50037784551901,112.35450318053361,1484303
2018-05-08,Apple,112.90180827706585,112.2020587403235,107.97425780670623,112.8927007081544,4637755
2018-05-09,Apple,109.57879121562435,111.26787845871911,106.00418532565463,108.9693011802904,2846224
2018-05-10,Apple,110.51436009073404,110.49024337376814,109.70828147852812,110.08111058155579,3803826
2018-05-11,Apple,110.97929148467952,113.40689858867687,107.35030514277753,110.75392654188984,3145173
2018-05-14,Apple,112.37660361471451,112.77357971783323,108.93923225425505,112.33462474220953,3675851
2018-05-15,Apple,111.321842686683,115.31157949689113,110.09229229104221,111.37603613105523,4835820
2018-05-16,Apple,112.2267997648883,115.132566578181,111.87373276874229,112.6382152472067,3642204
2018-05-17,Apple,111.52662535266435,114.080942282165,107.83770784390504,112.49554526324106,4308091
2018-05-18,Apple,112.89012131140308,115.33110062802555,107.15277907127077,111.63636695130002,4721349
2018-05-21,Apple,111.05946289658587,111.3634763212981,111.21546657727984,112.01231616721655,4401063
2018-05-22,Apple,110.32184798270848,111.86812899037275,107.5533160953936,111.04009803365187,2736664
2018-05-23,Apple,109.78985160126669,111.0886074433221,107.47546393878058,110.71407669086224,4994349
2018-05-24,Apple,109.04187351077817,113.5163321040577,104.71749684251601,108.94298926170224,4245259
2018-05-25,Apple,109.42812782168102,113.37335615250076,108.06872432221842,108.1341755445237,1837469
2018-05-28,Apple,108.08871991789027,113.13448357489808,105.37569325337256,108.65112483559456,2515348
2018-05-29,Apple,105.78262021031128,110.17944753092894,105.93024987737215,106.49369299569605,1637836
2018-05-30,Apple,107.171136594459,110.54443100714208,106.31405788729252,107.21506234960097,1275687
2018-05-31,Apple,107.95851080297821,111.35781056324784,107.94046831283379,108.06313299328029,4655643
2018-06-01,Apple,109.72416045658646,110.6422784467978,106.99020362728503,108.23393006093559,3840695
2018-06-04,Apple,111.25868599405233,113.10669755967238,106.76245953462931,110.93960292110202,4630569
2018-06-05,Apple,110.83203993042919,112.12933692211779,109.75348872002976,111.03982046989533,2621796
2018-06-06,Apple,112.53131727341948,111.86036675268076,106.78452676672302,111.63961629419961,4144631
2018-06-07,Apple,112.25207758293736,117.11851088552442,109.8362329534194,113.80351328099577,2788687
2018-06-08,Apple,113.57046716187378,118.9404810748636,110.12175744793602,113.66419353743312,2277624
2018-06-11,Apple,114.04001318060476,117.05803754720299,112.66735133452919,112.84334582129875,2084938
2018-06-12,Apple,113.60657417389173,117.73617758628092,109.89230480783327,112.2304642838006,1638024
2018-06-13,Apple,113.38964400747432,115.58968856868565,108.41297208895107,112.65004926399236,1388158
2018-06-14,Apple,114.18659887379307,115.87513002058827,113.09847859028285,114.04756178982824,4361802
2018-06-15,Apple,113.88098811274456,117.1167037331058,111.53400489671228,114.12417831979619,3701888
2018-06-18,Apple,112.07066333141732,117.20777003825395,109.62263294656402,111.76689959757233,3932294
2018-06-19,Apple,112.55128410650146,112.78593724224662,109.26597312975241,113.51946949549406,4366560
2018-06-20,Apple,112.67834012637326,115.59564264768797,112.35108964989735,112.52020413564387,4133880
2018-06-21,Apple,112.81511472590572,114.90863113632969,111.24834068791701,112.01462428605507,2682241
2018-06-22,Apple,113.00660603629916,114.22570283392561,112.77449472090274,113.08621106613668,2477601
2018-06-25,Apple,112.71796932410281,117.68208611594672,111.76597828921452,113.15380762951317,1407809
2018-06-26,Apple,112.69895164516947,114.38692708882155,111.63609570277876,113.02641500957739,1795305
2018-06-27,Apple,114.24089489847397,115.26531137477681,113.72195627468604,114.1968275534054,2213501
2018-06-28,Apple,115.17142851203857,115.90443151477241,110.88385355761301,114.6673813732639,1178194
2018-06-29,Apple,114.17840192149171,118.54500871991971,111.38440506765755,113.72085847000113,1238579
2018-07-02,Apple,115.69275632231064,116.2527631562243,113.43318199338182,115.935781833438,1914977
2018-07-03,Apple,114.20408550510335,114.9575988920138,109.82933002666029,115.12571125858476,1913568
2018-07-04,Apple,114.32335196018929,117.05438018743635,115.08120592870141,115.60680827786655,1453655
2018-07-05,Apple,115.03708763070782,118.85896811357443,114.77350928181646,115.95995576500582,2607502
2018-07-06,Apple,115.30246044821423,118.0944342064353,112.9429492240188,114.57005186368987,2029483
2018-07-09,Apple,113.28162344984173,114.06270539379248,109.31135516017004,112.63727996058142,1700986
2018-07-10,Apple,113.50713937944514,115.2554973251696,111.78736677754635,112.51120339990995,2533834
2018-07-11,Apple,113.93495106106104,115.04757037455985,112.48966480490512,112.62811856421258,4422960
2018-07-12,Apple,113.39997245145912,117.16361469903097,111.76409459759836,114.06383121003344,2254518
2018-07-13,Apple,113.01126946534582,114.590470722391,111.75626814286537,113.67001413706468,4082046
2018-07-16,Apple,113.29571358130171,114.29461028134746,108.78859586077911,113.68818721915152,4605780
2018-07-17,Apple,112.6121153622835,116.09781659021084,108.98439150160925,111.22728720939796,3260947
2018-07-18,Apple,112.4652652683457,113.73356816462861,110.49249639974731,112.9276491609566,4216001
2018-07-19,Apple,111.74527507903404,113.54601446628062,106.79395229744765,112.10080091487862,2251334
2018-07-20,Apple,110.34166822634675,110.76131264346533,108.4633115061664,109.13557857659976,3611277
2018-07-23,Apple,108.21897046455791,112.76217833246487,106.59617613870718,109.49864371180749,2285104
2018-07-24,Apple,107.1273453057935,107.87754652067078,103.93879138729272,106.9261348159115,4226551
2018-07-25,Apple,108.46550615797412,109.11003584260794,106.026449944147,109.04938398976552,1077048
2018-07-26,Apple,109.16762930781998,112.6224266153449,106.37731566530073,108.54556404881593,1982023
2018-07-27,Apple,109.018726733929,111.10331706417732,109.54192132287112,109.97334335675909,4702043
2018-07-30,Apple,110.11288711119809,111.98531145110161,105.09318515992099,110.08308015658692,4082396
2018-07-31,Apple,110.1635331657784,115.43013163018077,107.05449068348314,110.80767858786236,4784688
2018-08-01,Apple,110.98524156158618,111.13992962674078,106.93025166939414,110.87748679303913,1301483
2018-08-02,Apple,110.12177338137097,110.87446031100338,108.51953388898485,109.923448844619,1794569
2018-08-03,Apple,110.50973520801304,110.6939751498679,105.80633650323975,110.60297102200674,2696288
2018-08-06,Apple,110.1014889590116,111.06760730176538,104.73052330417394,110.3280235795106,3027369
2018-08-07,Apple,109.82109236068382,113.46686741590848,105.29297486147712,110.52557222834808,1029092
2018-08-08,Apple,111.1656753215667,115.66482584270818,108.35311778094132,111.8599644987338,2735605
2018-08-09,Apple,113.77954893049105,114.61257104579734,110.36177491353978,112.47175176824133,3881926
2018-08-10,Apple,112.37706243575306,113.64301779937854,108.40567799268203,112.04547312240214,3630170
2018-08-13,Apple,113.82298236220205,117.79253410190677,111.72921250025796,113.84755180924543,4421625
2018-08-14,Apple,111.00054685424487,112.44205488159787,110.6317254052731,112.48107679553831,1291986
2018-08-15,Apple,113.35997272514193,113.48533145228048,111.03628338860975,112.4523605496037,2311292
2018-08-16,Apple,112.17664096208549,113.96702169549934,111.97680253646581,111.49620971455361,2737868
2018-08-17,Apple,109.33226260064005,114.64902961665628,106.47829168816311,110.90241057349137,2250753
2018-08-20,Apple,108.46645175511078,113.92895569796777,108.97362908063994,109.5351937260968,1275293
2018-08-21,Apple,108.76041857600646,112.86205993104377,105.26961883187703,109.12953834811988,4777252
2018-08-22,Apple,108.54654543178344,110.73924920931398,106.7295519802026,107.4530864775466,4706658
2018-08-23,Apple,108.46962920422195,108.9166267821884,106.26952379721061,107.86913587956917,2298944
2018-08-24,Apple,108.90934944222865,111.98605302001133,103.64139295108613,108.50631664508356,1008197
2018-08-27,Apple,107.54073896194629,109.22459227365962,104.37649177261812,108.40467014926091,3021427
2018-08-28,Apple,107.26719495274637,109.9311290875998,105.44705548934739,108.25747240371514,1652772
2018-08-29,Apple,107.29473627321634,111.60569007971725,107.72239388843988,108.99676529338613,3525584
2018-08-30,Apple,105.86878907756889,107.00782587509819,102.68302424168661,106.70449322620607,2235731
2018-08-31,Apple,106.92885468222123,108.16810872756061,106.25030771094674,107.31170798874332,1797676
2018-09-03,Apple,105.07173397735967,106.13961923984385,103.08103167994716,105.8394324547316,4153502
2018-09-04,Apple,103.5941110130977,107.43160082593246,99.60931373112861,103.59860388092677,3733480
2018-09-05,Apple,106.34713431931043,109.37780532060358,104.52538781703355,106.36805212677922,2871486
2018-09-06,Apple,107.23884836748549,107.80377182343368,105.36097838200678,107.143959875445,4419599
2018-09-07,Apple,106.21713755795066,107.54397241733386,102.06362373896503,107.58672998464986,3861852
2018-09-10,Apple,106.85675437983429,111.12576239538618,103.96641738718894,106.55942066604487,2157883
2018-09-11,Apple,107.7849187206575,109.96993345722392,105.13715759028511,108.10332439848563,3398083
2018-09-12,Apple,107.16723026357039,111.66436034142262,102.61934112606735,107.71366820207852,4041996
2018-09-13,Apple,106.03311506128372,108.21097349579381,103.63916355546905,105.71365428305904,1856463
2018-09-14,Apple,104.5641040966018,110.2420529994838,104.0372361386862,105.01471384353162,2783631
2018-09-17,Apple,107.42741381167707,107.36156699100117,103.3419362473584,106.37313899875656,2904689
2018-09-18,Apple,107.42253080019874,110.25754237221425,103.04713577633458,108.48865612390682,3600355
2018-09-19,Apple,109.85678302319981,111.48423468581174,105.28649123069164,109.0476893368682,1700482
2018-09-20,Apple,109.53435353400226,113.80099855637647,108.71813813185409,110.32192983811282,1504599
2018-09-21,Apple,108.69112199064058,110.47182406183563,106.67723945407081,108.92571163186916,4366253
2018-09-24,Apple,108.19006847166504,109.7571550471183,106.92080195938449,107.1360844579929,3162161
2018-09-25,Apple,107.23965002412285,111.12615555272895,106.71489833327101,106.57120174485001,4888131
2018-09-26,Apple,108.77672574278239,112.38125067223785,106.75955557693442,108.65862901199696,2760269
2018-09-27,Apple,106.38296113615132,108.99728633430101,107.00818456810524,107.71736161048095,1349129
2018-09-28,Apple,107.76784653237027,111.5952245452227,106.7317861129778,107.35514899180951,1085087
2018-10-01,Apple,107.39499329202513,108.17865631526018,104.55426509481957,107.65044565873164,3966997
2018-10-02,Apple,107.1527208788422,111.11569810982591,104.46607785951392,106.82123069853256,2020235
2018-10-03,Apple,106.12696772965165,110.94291644785301,105.9429600589598,105.38771341038121,1985326
2018-10-04,Apple,105.32079550442899,106.56189018846581,102.88713722221848,105.8539136208909,2294068
2018-10-05,Apple,106.33780797259818,110.26540076091828,101.32257474296084,105.63999283648816,1367028
2018-10-08,Apple,106.29024384062345,109.67257005945629,104.90809518845481,106.61382941269312,3208312
2018-10-09,Apple,105.61549066288366,105.328769397559,104.1987140998627,104.71238695297778,3974685
2018-10-10,Apple,105.23506142627846,108.3545626148034,105.02766189200175,105.36336705707818,2360662
2018-10-11,Apple,104.74957093437833,107.85788488104942,104.51428817783143,105.944406702328,4260796
2018-10-12,Apple,105.14782013407905,108.96010914813998,102.55018933979176,105.25648571299647,1953623
2018-10-15,Apple,105.10525921663711,110.8198197926271,101.79952163660263,104.8653508265731,1430336
2018-10-16,Apple,106.07489078732327,107.00319773545479,102.74449155930718,106.8898586482927,4307339
2018-10-17,Apple,108.39642633053828,111.97679801354055,107.39680560053974,108.5378576528106,3640929
2018-10-18,Apple,106.5040176144348,109.56450777118125,106.85016946932167,107.7563162049619,2904233
2018-10-19,Apple,107.60654848986934,109.9688701026816,105.03654562096581,106.81299094256171,1043475
2018-10-22,Apple,106.33077997933434,107.61664107318337,104.45845673803896,106.75918450525687,3836992
2018-10-23,Apple,106.45901307326349,108.44799372062988,106.7343582789081,106.53701057791534,3543607
2018-10-24,Apple,107.09577123141604,112.19973209485664,104.25749090484855,107.87901747654527,4046512
2018-10-25,Apple,106.6849364655574,111.58239680292002,101.95474347376728,107.39906954046441,3639136
2018-10-26,Apple,107.30981186852841,109.45501084680556,107.0320566388931,107.0802401764158,2724549
2018-10-29,Apple,108.74314295679555,110.13933681960377,106.44667839161411,107.04391655435404,3787535
2018-10-30,Apple,108.28110935481092,112.6863544316872,106.45101476894568,109.0462375869323,1297859
2018-10-31,Apple,111.24778979228111,111.61747035225693,110.0198722377135,110.97320685652558,1394495
2018-11-01,Apple,112.2156462803449,113.59842533574972,107.8500300227159,112.6109533313805,1278578
2018-11-02,Apple,111.91483873290339,111.526421634669,106.20688232199242,110.68315911393702,1055974
2018-11-05,Apple,112.19496526750689,114.31788997284706,110.97795389079974,110.8791355927298,3333161
2018-11-06,Apple,112.92821806503353,114.56567698542536,108.0579956821416,111.93346750564339,4749000
2018-11-07,Apple,112.93922153630182,114.57397320538837,109.06367836973395,113.18818308813394,4436789
2018-11-08,Apple,113.42031588622899,117.06539004199749,107.914102105099,111.63628677435591,3126175
2018-11-09,Apple,113.66344353265457,116.00944034144712,112.41644837089068,113.2112281072217,1720839
2018-11-12,Apple,110.1199019378734,114.15690148643003,110.18496760852317,111.92144784793014,1161643
2018-11-13,Apple,110.93681266180923,113.51426265296999,109.17125933516591,111.16874593071759,2336157
2018-11-14,Apple,113.08760421173092,112.60532742494925,107.73040299932151,112.49630355146763,2240723
2018-11-15,Apple,113.68541401307472,114.0078466452362,112.40126979947338,113.7081563100593,1276793
2018-11-16,Apple,112.07351235162443,113.14900951570553,112.31307358956025,112.6088025279713,3806009
2018-11-19,Apple,111.13918061145726,112.19143721716786,107.18171629443079,111.26021778171106,1645620
2018-11-20,Apple,111.82473494088303,115.31951061184124,107.24230503783554,110.36390049409417,3194143
2018-11-21,Apple,112.47225680596135,112.45985011702103,110.78659918032012,112.05482260961875,2187826
2018-11-22,Apple,112.851574280712,113.54367994850537,110.93819849383155,113.32075041032944,3620254
2018-11-23,Apple,113.46660929906986,116.6611480936382,107.82924821436092,112.24670074084509,1352959
2018-11-26,Apple,113.36907124897809,115.40277815062521,111.0601045139942,112.70403444401074,3480501
2018-11-27,Apple,113.89081884338098,113.5003324662258,111.25469605748073,112.17663252029887,2875587
2018-11-28,Apple,112.89674110873011,115.21609313427436,113.57301779529641,112.7234058859754,1398915
2018-11-29,Apple,114.56951594634928,116.70746032941983,109.80722129585749,114.39156968653846,2877578
2018-11-30,Apple,116.2060938142054,116.8160510295189,115.26039767836751,115.64952191629745,3414490
2018-12-03,Apple,116.80843605769358,120.23180756369004,115.67168265986189,117.49226332662303,2687823
2018-12-04,Apple,118.06304596944773,119.2470369428876,115.1236933438016,118.15070066648019,4736613
2018-12-05,Apple,117.53574502082117,121.44330458378995,117.5805954616991,118.19976947128593,1548884
2018-12-06,Apple,116.35214373550053,117.25336607240679,113.9917680362607,115.7834864737158,4291454
2018-12-07,Apple,116.5107563057877,120.10312120544039,111.16344534237643,116.07640915604614,3267051
2018-12-10,Apple,117.34397857468045,120.43812732132201,113.0219305633719,116.09541829563001,3688080
2018-12-11,Apple,116.95716224970144,116.27308085177889,115.47610805795915,116.74912028818889,2363986
2018-12-12,Apple,115.4186210395296,119.17385115797548,112.4272830475223,115.29055313329303,4605592
2018-12-13,Apple,115.88356795906616,116.50309921570097,115.14102346107323,115.50124982677782,4673874
2018-12-14,Apple,113.37362118000246,118.55076774252113,113.67041205502444,113.98136379415553,1702117
2018-12-17,Apple,113.0293299195629,118.46162275377135,111.26940124228359,112.64094804566804,1807384
2018-12-18,Apple,114.43072806203028,118.30291199061553,114.47963559733381,114.73099557949533,2431777
2018-12-19,Apple,115.18288033975968,117.32164639014984,114.44149080329248,113.71724659363345,2444848
2018-12-20,Apple,115.7757500881011,117.3236050435383,109.99025294407645,115.61159566828707,2235170
2018-12-21,Apple,114.20547748029435,115.80169588561846,110.37358038457917,114.29299342163142,1389358
2018-12-24,Apple,114.33298042529178,118.04931395566356,110.13836737543326,115.02573775645756,2276268
2018-12-25,Apple,115.35159309571418,119.47573656668757,111.19342340864631,115.1425869722729,4957706
2018-12-26,Apple,115.97638704146182,116.09983570119371,115.09523109005738,115.76093836076814,1153222
2018-12-27,Apple,115.07394816305626,117.67767771720477,110.05910468680713,114.66501833159498,4055020
2018-12-28,Apple,115.43071743927592,118.16529670849141,110.0695706264661,115.08143532198481,3347055
2018-12-31,Apple,114.8655595090464,117.53305461773923,113.54883786595761,114.06778663742507,2104721
2019-01-01,Apple,117.15983950036961,117.08646891337047,115.67852338960228,117.0749481836731,2543777
2019-01-02,Apple,119.33245986892818,122.03333697061652,118.66352961689977,118.74347562142046,1226242
2019-01-03,Apple,119.98039594866277,122.60373193535214,117.29979976621303,120.61388727219145,2920013
2019-01-04,Apple,119.75007569566527,124.55781146549293,117.34146971678322,120.51644567978497,2148651
2019-01-07,Apple,120.55692066517183,122.0082846046033,119.33450730022437,120.09559877158449,2919495
2019-01-08,Apple,120.9452692008732,120.46658288672597,118.45662655762911,120.0314861442364,1949377
2019-01-09,Apple,120.15272196652808,121.65220599588214,117.61027366062577,119.40233293223575,2727086
2019-01-10,Apple,119.57625255560735,123.80643413618864,114.99279302876236,118.07485720696693,4294950
2019-01-11,Apple,119.16760959843964,121.24668691345637,118.9238032657373,118.44688639617081,3230732
2019-01-14,Apple,118.23425123819143,122.95952092741398,116.4551182132513,118.89971459825762,1703263
2019-01-15,Apple,118.95465863275922,119.93629563561963,117.10917576300083,118.42064741601625,3791137
2019-01-16,Apple,118.73244204663533,122.73861558108844,114.28390890907602,118.03185361199054,1450782
2019-01-17,Apple,120.20201250771633,121.78260834933418,118.59880729053745,119.27102174368693,4529255
2019-01-18,Apple,120.45655767527973,122.26029069737604,118.93915592233705,119.51061482066751,3151374
2019-01-21,Apple,119.33369740492402,122.34287557140146,115.72304202360401,119.26142934877141,3712727
2019-01-22,Apple,118.08348424293062,123.50346118406122,114.97289050835282,119.55391404921333,4109260
2019-01-23,Apple,120.48749114921222,122.39686794739724,117.37827789206281,119.94422566291439,1575963
2019-01-24,Apple,121.77410708859372,125.09880611867392,118.13312016616698,120.35671590869241,2600121
2019-01-25,Apple,120.56458717854545,120.73946037997241,115.12918071982077,119.63811660890283,4004456
2019-01-28,Apple,118.77531936745865,119.30310196627394,116.5839852229962,117.78663106522771,3165179
2019-01-29,Apple,116.89998364997666,119.08974640065671,112.90727735170445,116.66146350839112,3805082
2019-01-30,Apple,119.3537095954987,122.16902782435834,117.27348416568161,118.53616868613145,3048056
2019-01-31,Apple,119.74822086417544,123.68977350090309,115.25476726164993,119.84164539498202,4256696
2019-02-01,Apple,120.37605978595019,123.03238273402889,116.2041711065601,119.02532228868056,1327005
2019-02-04,Apple,121.38672967994054,123.47564362502132,120.02666748866675,120.78864565611849,2418899
2019-02-05,Apple,118.08574823806069,120.27407613578225,113.86791674847511,118.17682148992466,2280888
2019-02-06,Apple,118.26499167720978,121.54188888595475,114.46236656310319,117.82279189432113,3026735
2019-02-07,Apple,116.94757360511808,120.58175888471541,115.32037442051973,116.45117677966748,1285711
2019-02-08,Apple,117.64731349067442,119.24623156902011,117.15018683412247,117.71425604300138,3504944
2019-02-11,Apple,116.02158263069236,119.78497332830638,112.16121162359939,115.20585885409953,4108341
2019-02-12,Apple,114.66724380824036,118.41242776041675,115.2929016566555,115.08905290182476,3567433
2019-02-13,Apple,115.7506954826407,116.67640761130137,114.61962204501658,115.33370254203793,4155282
2019-02-14,Apple,114.24001657495205,115.70250787818364,112.27794842830725,113.34565950201262,2365084
2019-02-15,Apple,115.34173329477586,118.89496974844896,111.18045554768595,115.83549745253204,3282484
2019-02-18,Apple,116.28426068723215,117.66349434372188,113.07636633167172,116.1978917710099,3978897
2019-02-19,Apple,116.24748368284207,117.63904293291797,114.74022028196569,115.39282088677128,1014580
